id,question,cot,answer,unit
LD064,"Two point charges, q1 = 0.5 nC and q2 = –0.5 nC, are placed at points A and B, 6 cm apart in air. What is the magnitude of the electric field strength at the midpoint of AB?","Step 1: Identify the given charges and distance. q1 = 0.5 nC = 0.5 x 10⁻⁹ C, q2 = -0.5 nC = -0.5 x 10⁻⁹ C, and the separation between A and B is 6 cm.
Step 2: Determine the distance from each charge to the midpoint. The midpoint is halfway between A and B, so the distance from q1 to the midpoint (r1) and from q2 to the midpoint (r2) is r = 6 cm / 2 = 3 cm = 0.03 m.
Step 3: Calculate the magnitude of the electric field (E1) due to q1 at the midpoint using the formula E = k|q|/r², where k ≈ 9 x 10⁹ N·m²/C². E1 = (9 x 10⁹ N·m²/C²) * (0.5 x 10⁻⁹ C) / (0.03 m)² = 5000 N/C.
Step 4: Determine the direction of E1.Since q1 is a positive charge, the electric field E1 at the midpoint points away from q1 (i.e., from A towards B).",10000,V/m
DT027,"Two point charges of the same sign and magnitudes such that q1 = 4q2 are placed at points A and B, which are 12 cm apart. Find the point where the net electric field is zero, and calculate its distance from A.","Step 1: The two point charges have the same sign, so the point where the net electric field is zero must be located between them.
Step 2: Let q1 be at point A and q2 be at point B. Let the distance from A to the zero-field point be x. The distance from B to this point will be (12 cm - x).
Step 3: For the net electric field to be zero, the magnitude of the electric field due to q1 (E1) must be equal to the magnitude of the electric field due to q2 (E2).
Step 4: Using the formula E = k*q/r^2, we set E1 = E2: k * q1 / x^2 = k * q2 / (12 cm - x)^2.
Step 5: Therefore, the net electric field is zero at a point located between the two charges, at a distance of 8 cm from point A.",8,cm
DDT323,A resonant RLC circuit has R = 10 Ω and U = 100 V. Calculate the effective current.,"Step 1: Identify the given values from the question: resistance R = 10 Ω and voltage U = 100 V, and the goal is to calculate the effective current in the circuit.
Step 2: Recognize the condition of the circuit: the circuit is operating at resonance in a series RLC circuit, where the inductive reactance equals the capacitive reactance and they cancel each other, therefore the total impedance becomes equal to the resistance, so Z = R.
Step 3: Use the AC form of Ohm’s Law to determine the effective current in the circuit: I_effective = U_effective / Z.
Step 4: Substitute the resonance condition into the formula: since Z = R, the formula becomes I_effective = U / R.
Step 5: Substitute the given values into the formula: I_effective = 100 V / 10 Ω.
Step 6: Perform the calculation: 100 V / 10 Ω = 10.0 A.
Step 7: State the final conclusion: the effective current in the circuit is I_effective = 10.0 A.",10.0,A
LD393,"Two charges, q1 = 4.09 × 10^-6 C and q2 = 4.00 × 10^-6 C, are placed at the ends of a 7.58 cm long line segment. Calculate the electric field strength at the midpoint of the segment. Give your answer rounded to two decimal places.","Step 1: Identify given charges q1 = 4.09 × 10⁻⁶ C and q2 = 4.00 × 10⁻⁶ C, and the total length L = 7.58 cm = 0.0758 m.
Step 2: Determine the distance from each charge to the midpoint: r = L / 2 = 0.0379 m.
Step 3: Use Coulomb's constant k = 8.99 × 10⁹ N·m²/C².
Step 4: Calculate the magnitude of the electric field E1 produced by charge q1 at the midpoint.
E1 = (8.99 × 10⁹ · 4.09 × 10⁻⁶) / 0.0379² ≈ 25.62 × 10⁶ V/m.
Step 5: Calculate the magnitude of the electric field E2 produced by charge q2 at the midpoint.
E2 = (8.99 × 10⁹ · 4.00 × 10⁻⁶) / 0.0379² ≈ 25.06 × 10⁶ V/m.
Step 6: Since both charges are positive and the point is between them, the vectors point in opposite directions. Calculate the net electric field by subtracting the magnitudes.
E1 - E2 = (25.62 × 10⁶) - (25.06 × 10⁶) ≈ 0.56 × 10⁶ V/m.",0.56 × 10^6,V/m
QA465,"In Young's experiment on light interference, what is the distance between the two slits?","Step 1: Determine the formula for fringe spacing (i). In Young’s double-slit experiment, the distance between two consecutive bright fringes (or two consecutive dark fringes) is given by: i = λD/a, where a is the distance between the two slits.
Step 2: Set up the formula to find the slit separation (a). From the above relation, we obtain: a = λD/i.
Step 3: Identify the required quantities. To calculate a, you need to know: the wavelength of the light used in the experiment (λ), the distance from the slit plane to the observation screen (D), and the fringe spacing measured on the screen (i).
Step 4: Case when measuring by the position of a bright fringe (x_k). If the position of the k-th bright fringe is known, we have x_k = k × i = k(λD/a). Therefore: a = kλD/x_k.",,
QA1000,"At 6:00 AM, a car travels uniformly in a straight line with a velocity of 40 km/h from point A to point B, where the distance AB = 100 km.
Choose the origin of the coordinate system at a point 20 km from A in the direction of B.
Choose the positive direction for the coordinate axis from A to B.
Choose the origin of time as 6:00 AM.
Write the equation of motion for the car.","Step 1: The general equation of motion for uniform linear motion is $x = x_0 + vt$.
Step 2: The car travels with a velocity of 40 km/h from A to B, and the positive direction is chosen from A to B, so the velocity $v = +40 \text{ km/h}$.
Step 3: The car starts at point A. The origin of the coordinate system ($x=0$) is 20 km from A in the direction of B. This means point A is 20 km behind the origin in the positive direction, so the initial position $x_0 = -20 \text{ km}$.
Step 4: Substitute the values of $x_0$ and $v$ into the equation of motion.",,
NL099,A capacitor stores 3.6 mJ of electrical energy when the voltage across it is 120 V. Calculate its capacitance C (μF).,"Step 1: Identify the given values from the question: energy stored (E) = 3.6 mJ and voltage (U) = 120 V.
Step 2: Convert the energy from millijoules (mJ) to joules (J): E = 3.6 × 10⁻³ J.
Step 3: Recall the formula for the electrical energy stored in a capacitor: E = ½ C U².
Step 4: Rearrange the formula to solve for capacitance (C): C = 2E / U² = 0.50 μF.",0.50,μF
NL388,A capacitor has a capacitance of 4 µF and a voltage of 150 V. Calculate the electric field energy of the capacitor.,"Step 1: Identify the given parameters: capacitance C = 4 µF and voltage V = 150 V.
Step 2: Convert the capacitance to standard SI units (Farads): C = 4 * 10⁻⁶ F.
Step 3: State the formula for the energy stored in the electric field of a capacitor: W = (1/2) * C * V².
Step 4: Substitute the given values into the formula: W = (1/2) * (4 * 10⁻⁶) * 150².
Step 5: Calculate the square of the voltage: 150² = 22500.
Step 6: Perform the multiplication: W = 2 * 10⁻⁶ * 22500.
Step 7: The final calculation yields the electric field energy: W = 45000 * 10⁻⁶ = 0.045 J.",0.045,J
TD096,"Two capacitors with capacitances C1 = 3 μF and C2 = 5 μF, respectively, are charged to U1 = 100 V and U2 = 250 V. After connecting their like-signed terminals (e.g., positive to positive, negative to negative), calculate the voltage across the capacitor combination.","Step 1: Calculate the initial charge Q1 on capacitor C1 using Q = C * U.
Step 2: Calculate the initial charge Q2 on capacitor C2 using Q = C * U.
Step 3: When capacitors are connected with like-signed terminals, the total charge is the sum of individual charges.
Step 4: When connected in parallel, the equivalent capacitance is the sum of individual capacitances.
Step 5: Calculate the final voltage (V) across the combination using V = Q_total / C_eq.
Step 6: The final voltage across the combination is 193.75 V.",193.75,V
THCB133,Three temperature measurements: 20.1°C; 20.0°C; 19.9°C. Calculate the average temperature and the average absolute error.,"Step 1: Calculate average temperature: (20.1 + 20.0 + 19.9) / 3 = 20.0 °C.
Step 2: Calculate individual deviations: |20.1 - 20.0| = 0.1; |20.0 - 20.0| = 0.0; |19.9 - 20.0| = 0.1.
Step 3: Calculate the average absolute error: (0.1 + 0.0 + 0.1) / 3.
Step 4: Final calculation: ≈ 0.067 °C.",20.0; 0.067,°C; °C
QA7997042,"Two coal trucks have m2 = 3m1. They move on two parallel roads with Wd1 = 1/9 Wd2 (where Wd denotes kinetic energy). If truck 1 increases its speed by 3m/s, then Wd1 = Wd2. Find the magnitudes of velocities v1 and v2.","Step 1: Identify the given relationships: m2 = 3m1, Wd1 = (1/9)Wd2, and Wd1' = Wd2 when truck 1's speed is v1' = v1 + 3 m/s.
Step 2: Recall the formula for kinetic energy (Wd): Wd = (1/2)mv².
Step 3: Express the initial kinetic energies: Wd1 = (1/2)m1*v1² and Wd2 = (1/2)m2*v2².
Step 4: Substitute the kinetic energy formulas and m2 = 3m1 into the condition Wd1 = (1/9)Wd2 to find a relationship between v1 and v2.",,
THCB082,Two identical lamps are connected in parallel and consume a total of 18W. Calculate the power of each lamp.,"Step 1: Total power in a circuit is the sum of individual component powers: P_total = P1 + P2.
Step 2: Identify given total power: 18 W.
Step 3: Since the lamps are identical and in parallel, they operate under the same conditions and consume equal power.
Step 4: Calculation: Power per lamp = 18 W / 2 = 9 W.",P = 9.0,W
DDT138,A long solenoid has a turn density of 3000 turns/m and carries a current of 1.5 A. Calculate the magnetic field inside the solenoid.,"Step 1: Identify the given values from the question. The turn density (n) is 3000 turns/m, and the current (I) is 1.5 A.
Step 2: Recall the formula for the magnetic field (B) inside a long solenoid, which is B = μ₀ * n * I, where μ₀ is the permeability of free space.
Step 3: State the value of the constant μ₀, which is 4π × 10⁻⁷ T·m/A.
Step 4: Substitute the given values and the constant into the formula: B = (4π × 10⁻⁷ T·m/A) * (3000 turns/m) * (1.5 A).
Step 5: Perform the numerical calculation: B = 4 * 3.14159 * 10⁻⁷ * 3000 * 1.5.
Step 6: Simplify the expression: B = 12.56637 * 10⁻⁷ * 4500 = 0.00565487 T.
Step 7: Convert the result to millitesla (mT): B ≈ 5.654 mT.",5.654,mT
DDT400,A solenoid has n = 3000 turns/m and I = 2 A. Calculate the magnetic field B inside the solenoid.,"Step 1: Identify the given values from the question: the number of turns per unit length is n = 3000 turns/m and the current is I = 2 A.
Step 2: Recall the formula for the magnetic field inside a long solenoid: B = μ₀*n*I.
Step 3: Recall the value of the permeability of free space: μ₀ = 4*pi × 10⁻⁷ T·m/A.
Step 4: Substitute the given values into the formula: B = (4*pi × 10⁻⁷ T·m/A)*(3000 turns/m)*(2 A).
Step 5: Multiply the numerical quantities with units: 3000 turns/m × 2 A = 6000 A·turns/m.
Step 6: Substitute and simplify: B = (4*pi × 10⁻⁷ T·m/A)*(6000 A·turns/m).
Step 7: Express 6000 in scientific notation and combine powers of ten: 6000 = 6 × 10³, therefore B = 4*pi × 10⁻⁷ × 6 × 10³ T = 24*pi × 10⁻⁴ T.
Step 8: Convert to decimal form: 24*pi ≈ 75.40, therefore B ≈ 75.40 × 10⁻⁴ T = 7.54 × 10⁻³ T.
Step 9: Final conclusion: the magnetic field inside the solenoid is B ≈ 7.54 × 10⁻³ T.",7.54×10⁻³,T
CH342,"Given L = 0.20 H, C = 80 µF. Determine the resonant frequency f0.","Step 1: Identify the given inductance L = 0.20 H and capacitance C = 80 µF.
Step 2: Convert the capacitance from microfarads to farads: C = 80 × 10⁻⁶ F.
Step 3: Recall the formula for the resonant frequency f0 of an LC circuit: f0 = 1 / (2π√(LC)).
Step 4: Substitute the given values into the formula: f0 = 1 / (2π√(0.20 H × 80 × 10⁻⁶ F)) = 39.79 Hz.",39.79,Hz
QA5458,What is the time interval between two consecutive moments when the kinetic energy (Wđ) is equal to half of the total mechanical energy (Wt)?,"Step 1: Determine the position when the kinetic energy equals half of the total mechanical energy. When the kinetic energy (W_k) equals half of the total mechanical energy (W), we have: W_k = 1/2 W ⇒ W_p = W − W_k = 1/2 W. At this position, the kinetic energy equals the potential energy (W_k = W_p).
Step 2: Determine the corresponding coordinate x. Using the potential energy formula 1/2 kx² = 1/2 (1/2 kA²): x² = A²/2 ⇒ x = ± A/√2.
Step 3: Use the trigonometric circle to determine the swept angle. On the trigonometric circle, the positions x = ± A/√2 correspond to the angles π/4, 3π/4, 5π/4, and 7π/4. The angle between two consecutive moments when the kinetic energy equals half of the total energy is: Δφ = 3π/4 − π/4 = π/2 (90°).
Step 4: Calculate the time interval (Δt). The time corresponding to the swept angle π/2 is: Δt = Δφ/ω = (π/2)/(2π/T) = T/4.",,
QA413,"A car travels 100 km with a constant thrust (or pulling force) of 700 N, consuming 6 liters of gasoline. What is the efficiency of the car's engine?
Given that the calorific value (or specific heat of combustion) of gasoline is \(4.6 \times 10^7 J/kg\), and the density of gasoline is \(700 kg/m^3\).
Options:
A. \(86\% \)
B. \(52\% \)
C. \(40\% \)
D. \(36.23\% \)","Step 1: Convert the distance traveled from kilometers to meters.
Step 2: Convert the volume of gasoline from liters to cubic meters.
Step 3: Calculate the mass of gasoline consumed using its density and volume.
Step 4: Calculate the total energy input from the gasoline using its mass and calorific value.",,
